device_id,device_info,os,browser,screen,device_type
SM-G930V Build/NRD90M|Android 7.0|chrome 63.0 for android|1280x720,SM-G930V Build/NRD90M,Android 7.0,chrome 63.0 for android,1280x720,mobile
A3_mini||android webview 4.0|,A3_mini,,android webview 4.0,,mobile
Moto G (5) Build/NPP25.137-38||chrome generic|,Moto G (5) Build/NPP25.137-38,,chrome generic,,mobile
MacOS|Mac OS X 10_10_5|safari generic|1280x720,MacOS,Mac OS X 10_10_5,safari generic,1280x720,desktop
LG-X210 Build/LMY47I||chrome 63.0 for android|,LG-X210 Build/LMY47I,,chrome 63.0 for android,,mobile
MacOS|Mac OS X 10_10_5|chrome 63.0|2880x1800,MacOS,Mac OS X 10_10_5,chrome 63.0,2880x1800,desktop
MacOS|Mac OS X 10_13_2|chrome 63.0|3200x1800,MacOS,Mac OS X 10_13_2,chrome 63.0,3200x1800,desktop
SM-J500M Build/LMY48B||chrome 63.0 for android|,SM-J500M Build/LMY48B,,chrome 63.0 for android,,mobile
SM-N900T Build/LRX21V|Android 5.0|chrome 62.0 for android|1920x1080,SM-N900T Build/LRX21V,Android 5.0,chrome 62.0 for android,1920x1080,mobile
iOS Device|iOS 9.3.5|mobile safari 9.0|960x640,iOS Device,iOS 9.3.5,mobile safari 9.0,960x640,mobile
SM-N950U Build/NMF26X|Android 7.1.1|chrome 63.0 for android|2220x1080,SM-N950U Build/NMF26X,Android 7.1.1,chrome 63.0 for android,2220x1080,mobile
SM-N910T Build/MMB29M|Android 6.0.1|chrome 49.0 for android|2560x1440,SM-N910T Build/MMB29M,Android 6.0.1,chrome 49.0 for android,2560x1440,mobile
MacOS|Mac OS X 10_13_2|chrome 63.0|1600x900,MacOS,Mac OS X 10_13_2,chrome 63.0,1600x900,desktop
Windows|Windows 8|firefox 57.0|1920x1080,Windows,Windows 8,firefox 57.0,1920x1080,desktop
SAMSUNG-SM-G890A Build/NRD90M|Android 7.0|chrome 63.0 for android|,SAMSUNG-SM-G890A Build/NRD90M,Android 7.0,chrome 63.0 for android,,mobile
SM-N9005 Build/LRX21V||chrome 61.0 for android|,SM-N9005 Build/LRX21V,,chrome 61.0 for android,,mobile
MacOS|Mac OS X 10_11_6|safari generic|3440x1440,MacOS,Mac OS X 10_11_6,safari generic,3440x1440,desktop
SAMSUNG-SM-T537A||chrome 62.0 for android|,SAMSUNG-SM-T537A,,chrome 62.0 for android,,mobile
SM-T550 Build/NMF26X|Android 7.1.1|other|1024x768,SM-T550 Build/NMF26X,Android 7.1.1,other,1024x768,mobile
SM-G531H Build/LMY48B||chrome 50.0 for android|,SM-G531H Build/LMY48B,,chrome 50.0 for android,,mobile
rv:56.0||firefox|,rv:56.0,,firefox,,desktop
Blade L2 Plus Build/KOT49H||ZTE/Blade|,Blade L2 Plus Build/KOT49H,,ZTE/Blade,,mobile
MacOS|Mac OS X 10_13_2|chrome 63.0|4096x2304,MacOS,Mac OS X 10_13_2,chrome 63.0,4096x2304,desktop
SAMSUNG|Android 6.0.1|samsung browser 6.2|2560x1440,SAMSUNG,Android 6.0.1,samsung browser 6.2,2560x1440,mobile
MacOS|Mac OS X 10_11_5|safari generic|1366x768,MacOS,Mac OS X 10_11_5,safari generic,1366x768,desktop
Windows|Windows 7||1280x800,Windows,Windows 7,,1280x800,desktop
Windows|Windows Vista|chrome generic|1280x1025,Windows,Windows Vista,chrome generic,1280x1025,desktop
MacOS|Mac OS X 10_13_2|chrome 63.0|5120x2880,MacOS,Mac OS X 10_13_2,chrome 63.0,5120x2880,desktop
LGL62VL|Android 5.1.1|chrome 43.0 for android|1280x720,LGL62VL,Android 5.1.1,chrome 43.0 for android,1280x720,mobile
MacOS|Mac OS X 10_12_6|chrome 56.0|1440x900,MacOS,Mac OS X 10_12_6,chrome 56.0,1440x900,desktop
VS988 Build/NRD90U|Android 7.0|chrome 63.0 for android|2672x1440,VS988 Build/NRD90U,Android 7.0,chrome 63.0 for android,2672x1440,mobile
rv:57.0|Mac OS X 10.13|firefox 57.0|3360x2100,rv:57.0,Mac OS X 10.13,firefox 57.0,3360x2100,desktop
|Android|chrome 63.0|1366x768,,Android,chrome 63.0,1366x768,mobile
Windows|Windows 8|firefox 57.0|,Windows,Windows 8,firefox 57.0,,desktop
F3213 Build/36.1.A.1.86||chrome 63.0 for android|,F3213 Build/36.1.A.1.86,,chrome 63.0 for android,,mobile
SM-G930P Build/NRD90M|Android 7.0|android webview 4.0|1920x1080,SM-G930P Build/NRD90M,Android 7.0,android webview 4.0,1920x1080,mobile
SM-N910C Build/MMB29K||chrome 61.0 for android|,SM-N910C Build/MMB29K,,chrome 61.0 for android,,mobile
SM-G925I Build/NRD90M||other|,SM-G925I Build/NRD90M,,other,,mobile
VS996|Android 7.1.2|other|2880x1440,VS996,Android 7.1.2,other,2880x1440,mobile
HTC|Android|chrome 63.0 for android|1280x720,HTC,Android,chrome 63.0 for android,1280x720,mobile
LG-H542 Build/LRX22G||chrome 60.0 for android|,LG-H542 Build/LRX22G,,chrome 60.0 for android,,mobile
LG-V496|Android 5.0.2|chrome 62.0 for android|,LG-V496,Android 5.0.2,chrome 62.0 for android,,mobile
SM-G928T Build/NRD90M|Android 7.0|chrome 62.0 for android|,SM-G928T Build/NRD90M,Android 7.0,chrome 62.0 for android,,mobile
Y635-L03 Build/HuaweiY635-L03||chrome 59.0 for android|,Y635-L03 Build/HuaweiY635-L03,,chrome 59.0 for android,,mobile
SM-G930V Build/NRD90M|Android 7.0|chrome 63.0 for android|,SM-G930V Build/NRD90M,Android 7.0,chrome 63.0 for android,,mobile
Moto C Build/NRD90M.063||chrome 63.0 for android|,Moto C Build/NRD90M.063,,chrome 63.0 for android,,mobile
rv:57.0|Mac OS X 10.11|firefox 57.0|1152x720,rv:57.0,Mac OS X 10.11,firefox 57.0,1152x720,desktop
Blade V580 Build/LMY47D||chrome 63.0 for android|,Blade V580 Build/LMY47D,,chrome 63.0 for android,,mobile
|Linux|chrome 63.0|1366x768,,Linux,chrome 63.0,1366x768,desktop
SAMSUNG SM-G935P Build/NRD90M|Android 7.0|samsung browser 6.2|,SAMSUNG SM-G935P Build/NRD90M,Android 7.0,samsung browser 6.2,,mobile
MacOS|Mac OS X 10_12_5|safari generic|3360x2100,MacOS,Mac OS X 10_12_5,safari generic,3360x2100,desktop
SAMSUNG-SM-G930A Build/NRD90M|Android 7.0|android webview 4.0|1280x720,SAMSUNG-SM-G930A Build/NRD90M,Android 7.0,android webview 4.0,1280x720,mobile
P027|Android 7.0|chrome 63.0 for android|2048x1536,P027,Android 7.0,chrome 63.0 for android,2048x1536,mobile
rv:55.0|Mac OS X 10.10|firefox 55.0|2560x1440,rv:55.0,Mac OS X 10.10,firefox 55.0,2560x1440,desktop
Turbo C5 Build/LMY47I||chrome 59.0 for android|,Turbo C5 Build/LMY47I,,chrome 59.0 for android,,mobile
iOS Device|iOS 11.2.1|mobile safari generic|2732x2048,iOS Device,iOS 11.2.1,mobile safari generic,2732x2048,mobile
iOS Device|iOS 11.2.1|chrome 63.0 for ios|2732x2048,iOS Device,iOS 11.2.1,chrome 63.0 for ios,2732x2048,mobile
LGLS676 Build/MXB48T||chrome 62.0 for android|,LGLS676 Build/MXB48T,,chrome 62.0 for android,,mobile
LG-H900/H90022b|Android 6.0|android webview 4.0|2560x1440,LG-H900/H90022b,Android 6.0,android webview 4.0,2560x1440,mobile
LG-K371|Android 7.0|firefox|1188x720,LG-K371,Android 7.0,firefox,1188x720,mobile
Windows|Windows 8||1920x1080,Windows,Windows 8,,1920x1080,desktop
Windows|Windows 7|chrome 61.0|1600x900,Windows,Windows 7,chrome 61.0,1600x900,desktop
MacOS|Mac OS X 10_13_3|safari generic|1440x900,MacOS,Mac OS X 10_13_3,safari generic,1440x900,desktop
Windows|Windows 7|opera 49.0|1920x1080,Windows,Windows 7,opera 49.0,1920x1080,desktop
MacOS|Mac OS X 10_13_2|chrome 63.0|1680x1050,MacOS,Mac OS X 10_13_2,chrome 63.0,1680x1050,desktop
HUAWEI VNS-L31 Build/HUAWEIVNS-L31||chrome 63.0 for android|,HUAWEI VNS-L31 Build/HUAWEIVNS-L31,,chrome 63.0 for android,,mobile
SAMSUNG SM-G920F Build/NRD90M|Android 7.0|samsung browser 6.2|2560x1440,SAMSUNG SM-G920F Build/NRD90M,Android 7.0,samsung browser 6.2,2560x1440,mobile
SM-T827V Build/NRD90M|Android 7.0|chrome 62.0 for android|2048x1536,SM-T827V Build/NRD90M,Android 7.0,chrome 62.0 for android,2048x1536,mobile
MacOS|Mac OS X 10_11_6|safari generic|1344x756,MacOS,Mac OS X 10_11_6,safari generic,1344x756,desktop
Windows NT 6.1|Windows 7|ie|1920x1200,Windows NT 6.1,Windows 7,ie,1920x1200,desktop
LG-H830 Build/NRD90U|Android 7.0|chrome 62.0 for android|2560x1440,LG-H830 Build/NRD90U,Android 7.0,chrome 62.0 for android,2560x1440,mobile
rv:52.0|Windows Vista||1152x864,rv:52.0,Windows Vista,,1152x864,desktop
MacOS|Mac OS X 10_11_5|chrome 63.0|1440x900,MacOS,Mac OS X 10_11_5,chrome 63.0,1440x900,desktop
MacOS|Mac OS X 10_12|safari generic|1920x1200,MacOS,Mac OS X 10_12,safari generic,1920x1200,desktop
H1711 Build/HUAWEIH1711|Android 7.0|chrome 58.0 for android|1280x720,H1711 Build/HUAWEIH1711,Android 7.0,chrome 58.0 for android,1280x720,mobile
MacOS|Mac OS X 10_10_5|chrome 63.0|3440x1440,MacOS,Mac OS X 10_10_5,chrome 63.0,3440x1440,desktop
SAMSUNG SM-G570M Build/MMB29K||samsung browser 6.2|,SAMSUNG SM-G570M Build/MMB29K,,samsung browser 6.2,,mobile
WOW64|Windows 7|ie 11.0 for desktop|1680x1050,WOW64,Windows 7,ie 11.0 for desktop,1680x1050,desktop
Windows|Windows 10|chrome 56.0|1920x1080,Windows,Windows 10,chrome 56.0,1920x1080,desktop
Aquaris||chrome 63.0 for android|,Aquaris,,chrome 63.0 for android,,mobile
SAMSUNG SM-J327P Build/MMB29M||samsung browser 6.2|,SAMSUNG SM-J327P Build/MMB29M,,samsung browser 6.2,,mobile
MacOS|Mac OS X 10_11_4|chrome 61.0|1440x900,MacOS,Mac OS X 10_11_4,chrome 61.0,1440x900,desktop
ONE TOUCH 4016A Build/JDQ39||chrome 61.0 for android|,ONE TOUCH 4016A Build/JDQ39,,chrome 61.0 for android,,mobile
SM-G930V Build/NRD90M|Android 7.0|chrome 60.0 for android|2560x1440,SM-G930V Build/NRD90M,Android 7.0,chrome 60.0 for android,2560x1440,mobile
Windows|Windows 10|edge 13.0|1920x1200,Windows,Windows 10,edge 13.0,1920x1200,desktop
STV100-2 Build/MMB29M|Android 6.0.1|chrome 63.0 for android|2562x1442,STV100-2 Build/MMB29M,Android 6.0.1,chrome 63.0 for android,2562x1442,mobile
MacOS|Mac OS X 10_13_1|chrome generic|1440x900,MacOS,Mac OS X 10_13_1,chrome generic,1440x900,desktop
Windows|Windows 8.1|firefox 52.0|1920x1080,Windows,Windows 8.1,firefox 52.0,1920x1080,desktop
Windows|Windows 7|chrome 63.0|2112x1188,Windows,Windows 7,chrome 63.0,2112x1188,desktop
F5321||chrome 63.0 for android|,F5321,,chrome 63.0 for android,,mobile
Windows|Windows 10|chrome generic|1920x1080,Windows,Windows 10,chrome generic,1920x1080,desktop
HUAWEI Y560-L03 Build/HUAWEIY560-L03||chrome 61.0 for android|,HUAWEI Y560-L03 Build/HUAWEIY560-L03,,chrome 61.0 for android,,mobile
P00C|Android 7.0|chrome 61.0 for android|1280x800,P00C,Android 7.0,chrome 61.0 for android,1280x800,mobile
SM-P600 Build/LMY47X|Android 5.1.1|chrome 63.0 for android|2560x1600,SM-P600 Build/LMY47X,Android 5.1.1,chrome 63.0 for android,2560x1600,mobile
MacOS|Mac OS X 10_11_6|chrome 63.0|2880x1800,MacOS,Mac OS X 10_11_6,chrome 63.0,2880x1800,desktop
SAMSUNG SM-T580 Build/NRD90M||samsung browser 6.2|,SAMSUNG SM-T580 Build/NRD90M,,samsung browser 6.2,,mobile
VS986 Build/MRA58K|Android 6.0|chrome 63.0 for android|2560x1440,VS986 Build/MRA58K,Android 6.0,chrome 63.0 for android,2560x1440,mobile
SM-N950U Build/NMF26X|Android 7.1.1|android webview 4.0|1920x1080,SM-N950U Build/NMF26X,Android 7.1.1,android webview 4.0,1920x1080,mobile
|Linux|chrome 62.0|3200x1800,,Linux,chrome 62.0,3200x1800,desktop
iOS Device|iOS 11.2.5|mobile safari 11.0|1136x640,iOS Device,iOS 11.2.5,mobile safari 11.0,1136x640,mobile
Windows|Windows 7|chrome 63.0|2048x1152,Windows,Windows 7,chrome 63.0,2048x1152,desktop
Windows|Windows 10|opera 49.0|1600x900,Windows,Windows 10,opera 49.0,1600x900,desktop
Windows|Windows 7|chrome 60.0|1680x1050,Windows,Windows 7,chrome 60.0,1680x1050,desktop
rv:57.0|Mac OS X 10.12|firefox 57.0|1152x720,rv:57.0,Mac OS X 10.12,firefox 57.0,1152x720,desktop
MacOS|Mac OS X 10_9_5|chrome 63.0|1440x900,MacOS,Mac OS X 10_9_5,chrome 63.0,1440x900,desktop
MacOS|Mac OS X 10_12_3|chrome 59.0|1366x768,MacOS,Mac OS X 10_12_3,chrome 59.0,1366x768,desktop
MacOS|Mac OS X 10_6_8|safari|1280x800,MacOS,Mac OS X 10_6_8,safari,1280x800,desktop
MacOS|Mac OS X 10_12_5|chrome 62.0|3840x2400,MacOS,Mac OS X 10_12_5,chrome 62.0,3840x2400,desktop
MacOS|Mac OS X 10_13_1|chrome 63.0|3360x2100,MacOS,Mac OS X 10_13_1,chrome 63.0,3360x2100,desktop
rv:57.0||Generic/Android|,rv:57.0,,Generic/Android,,mobile
MacOS|Mac OS X 10_10_5|chrome 63.0|1366x768,MacOS,Mac OS X 10_10_5,chrome 63.0,1366x768,desktop
SM-A310F Build/MMB29K||chrome 61.0 for android|,SM-A310F Build/MMB29K,,chrome 61.0 for android,,mobile
Windows|Windows 7|chrome 63.0|1400x900,Windows,Windows 7,chrome 63.0,1400x900,desktop
M4 SS4456 Build/LMY47V||chrome 63.0 for android|,M4 SS4456 Build/LMY47V,,chrome 63.0 for android,,mobile
Moto G (4) Build/NPJS25.93-14-8||chrome generic|,Moto G (4) Build/NPJS25.93-14-8,,chrome generic,,mobile
Windows|Windows 10|ie 11.0 for desktop|1360x768,Windows,Windows 10,ie 11.0 for desktop,1360x768,desktop
2PYB2||chrome 63.0 for android|,2PYB2,,chrome 63.0 for android,,mobile
MacOS|Mac OS X 10_13_2|safari generic|1366x768,MacOS,Mac OS X 10_13_2,safari generic,1366x768,desktop
K88 Build/MMB29M|Android 6.0.1|android webview 4.0|,K88 Build/MMB29M,Android 6.0.1,android webview 4.0,,mobile
Windows|Windows 7|chrome 59.0|1920x1200,Windows,Windows 7,chrome 59.0,1920x1200,desktop
SAMSUNG SM-J327T1 Build/NRD90M|Android 7.0|samsung browser 6.2|1281x721,SAMSUNG SM-J327T1 Build/NRD90M,Android 7.0,samsung browser 6.2,1281x721,mobile
rv:52.0|Windows Vista|firefox 52.0|1440x900,rv:52.0,Windows Vista,firefox 52.0,1440x900,desktop
5011A Build/NRD90M||chrome 62.0 for android|,5011A Build/NRD90M,,chrome 62.0 for android,,mobile
rv:57.0||Generic/Android 7.0|,rv:57.0,,Generic/Android 7.0,,mobile
SM-G920P Build/NRD90M|Android 7.0|chrome 63.0 for android|2560x1440,SM-G920P Build/NRD90M,Android 7.0,chrome 63.0 for android,2560x1440,mobile
MacOS|Mac OS X 10_9_5|chrome 62.0|3360x2100,MacOS,Mac OS X 10_9_5,chrome 62.0,3360x2100,desktop
Windows|Windows 7|firefox 57.0|1600x1200,Windows,Windows 7,firefox 57.0,1600x1200,desktop
SM-G610F||chrome 63.0 for android|,SM-G610F,,chrome 63.0 for android,,mobile
Windows|Windows 8.1|chrome 63.0|1440x960,Windows,Windows 8.1,chrome 63.0,1440x960,desktop
iOS Device|iOS 11.0.0|mobile safari generic|2732x2048,iOS Device,iOS 11.0.0,mobile safari generic,2732x2048,mobile
HUAWEI VNS-L53 Build/HUAWEIVNS-L53||chrome 63.0 for android|,HUAWEI VNS-L53 Build/HUAWEIVNS-L53,,chrome 63.0 for android,,mobile
iOS Device|iOS 9.3.5||1136x640,iOS Device,iOS 9.3.5,,1136x640,desktop
MacOS|Mac OS X 10_11_6|chrome 63.0|1600x900,MacOS,Mac OS X 10_11_6,chrome 63.0,1600x900,desktop
GT-I8190L Build/JZO54K||chrome 61.0 for android|,GT-I8190L Build/JZO54K,,chrome 61.0 for android,,mobile
||opera|,,,opera,,desktop
SAMSUNG|Android 5.0|other|1920x1080,SAMSUNG,Android 5.0,other,1920x1080,mobile
MacOS|Mac OS X 10_13_1|chrome 63.0|2560x1440,MacOS,Mac OS X 10_13_1,chrome 63.0,2560x1440,desktop
LG-TP260 Build/NRD90U||chrome 62.0 for android|,LG-TP260 Build/NRD90U,,chrome 62.0 for android,,mobile
SAMSUNG SM-N920A Build/NRD90M|Android 7.0|other|,SAMSUNG SM-N920A Build/NRD90M,Android 7.0,other,,mobile
|Android|chrome 62.0|,,Android,chrome 62.0,,mobile
Windows|Windows 7|chrome 63.0|2560x1600,Windows,Windows 7,chrome 63.0,2560x1600,desktop
CHC-U03 Build/HuaweiCHC-U03||chrome 63.0 for android|,CHC-U03 Build/HuaweiCHC-U03,,chrome 63.0 for android,,mobile
SM-G900V Build/MMB29M|Android 6.0.1|chrome 59.0 for android|1920x1080,SM-G900V Build/MMB29M,Android 6.0.1,chrome 59.0 for android,1920x1080,mobile
LG-K540 Build/MMB29M|Android 6.0.1|chrome 63.0 for android|1280x720,LG-K540 Build/MMB29M,Android 6.0.1,chrome 63.0 for android,1280x720,mobile
Windows|Windows 7|chrome 63.0|1658x946,Windows,Windows 7,chrome 63.0,1658x946,desktop
SM-G935V Build/NRD90M|Android 7.0|chrome 59.0 for android|1920x1080,SM-G935V Build/NRD90M,Android 7.0,chrome 59.0 for android,1920x1080,mobile
Windows|Windows 7|firefox generic|1920x1080,Windows,Windows 7,firefox generic,1920x1080,desktop
Windows|Windows 8|chrome 61.0|1360x768,Windows,Windows 8,chrome 61.0,1360x768,desktop
SAMSUNG SM-J327P Build/MMB29M|Android 6.0.1|samsung browser 6.2|1280x720,SAMSUNG SM-J327P Build/MMB29M,Android 6.0.1,samsung browser 6.2,1280x720,mobile
Windows|Windows 10|chrome 63.0|2048x1152,Windows,Windows 10,chrome 63.0,2048x1152,desktop
MacOS|Mac OS X 10_13_2|chrome 63.0|,MacOS,Mac OS X 10_13_2,chrome 63.0,,desktop
Windows|Windows 10|chrome 51.0|1400x1050,Windows,Windows 10,chrome 51.0,1400x1050,desktop
SAMSUNG-SM-G890A Build/NRD90M|Android 7.0|chrome 62.0 for android|2560x1440,SAMSUNG-SM-G890A Build/NRD90M,Android 7.0,chrome 62.0 for android,2560x1440,mobile
rv:56.0|Mac OS X 10.11|firefox 56.0|1680x1050,rv:56.0,Mac OS X 10.11,firefox 56.0,1680x1050,desktop
Android 5.1.1||chrome generic|,Android 5.1.1,,chrome generic,,mobile
SM-G800F Build/KOT49H||chrome 53.0 for android|,SM-G800F Build/KOT49H,,chrome 53.0 for android,,mobile
MacOS|Mac OS X 10_12_5|chrome 60.0|3360x2100,MacOS,Mac OS X 10_12_5,chrome 60.0,3360x2100,desktop
SM-T820 Build/NRD90M||chrome 63.0 for android|,SM-T820 Build/NRD90M,,chrome 63.0 for android,,mobile
Trident/7.0|Windows 10|ie 11.0 for tablet|3840x2160,Trident/7.0,Windows 10,ie 11.0 for tablet,3840x2160,desktop
iOS Device|iOS|mobile|1024x768,iOS Device,iOS,mobile,1024x768,mobile
SAMSUNG-SM-G891A Build/NRD90M|Android 7.0|chrome 63.0 for android|2560x1440,SAMSUNG-SM-G891A Build/NRD90M,Android 7.0,chrome 63.0 for android,2560x1440,mobile
MacOS|Mac OS X 10_11_4|safari generic|2880x1800,MacOS,Mac OS X 10_11_4,safari generic,2880x1800,desktop
Windows|Windows 7|chrome 63.0|1360x768,Windows,Windows 7,chrome 63.0,1360x768,desktop
rv:52.0|Mac OS X 10.11|firefox 52.0|2560x1600,rv:52.0,Mac OS X 10.11,firefox 52.0,2560x1600,desktop
SAMSUNG-SM-G900A Build/MMB29M|Android 6.0.1|chrome 63.0 for android|1920x1080,SAMSUNG-SM-G900A Build/MMB29M,Android 6.0.1,chrome 63.0 for android,1920x1080,mobile
MacOS|Mac OS X 10_10_5|chrome 63.0|1680x1050,MacOS,Mac OS X 10_10_5,chrome 63.0,1680x1050,desktop
ME173X|Android|chrome 63.0 for android|,ME173X,Android,chrome 63.0 for android,,mobile
C2104||chrome 60.0 for android|,C2104,,chrome 60.0 for android,,mobile
Windows||edge|,Windows,,edge,,desktop
XT1033|Android|chrome 63.0 for android|1280x720,XT1033,Android,chrome 63.0 for android,1280x720,mobile
Windows|Windows XP|chrome 49.0|1440x900,Windows,Windows XP,chrome 49.0,1440x900,desktop
HUAWEI TAG-L13 Build/HUAWEITAG-L13||chrome 43.0 for android|,HUAWEI TAG-L13 Build/HUAWEITAG-L13,,chrome 43.0 for android,,mobile
Redmi||chrome 62.0 for android|,Redmi,,chrome 62.0 for android,,mobile
R1|Android 6.0|chrome 62.0 for android|1280x720,R1,Android 6.0,chrome 62.0 for android,1280x720,mobile
HP||chrome 60.0 for android|,HP,,chrome 60.0 for android,,mobile
XT1650 Build/NCLS26.118-23-13-3|Android 7.1.1|chrome 59.0 for android|2560x1440,XT1650 Build/NCLS26.118-23-13-3,Android 7.1.1,chrome 59.0 for android,2560x1440,mobile
MacOS|Mac OS X 10_11_6|chrome 61.0|1680x1050,MacOS,Mac OS X 10_11_6,chrome 61.0,1680x1050,desktop
Moto Z (2||chrome generic|,Moto Z (2,,chrome generic,,mobile
M4 SS4450 Build/MRA58K||chrome 62.0 for android|,M4 SS4450 Build/MRA58K,,chrome 62.0 for android,,mobile
VS990 Build/MRA58K|Android 6.0|chrome 61.0 for android|2560x1440,VS990 Build/MRA58K,Android 6.0,chrome 61.0 for android,2560x1440,mobile
SM-G935T Build/NRD90M|Android 7.0|chrome 63.0 for android|,SM-G935T Build/NRD90M,Android 7.0,chrome 63.0 for android,,mobile
MacOS|Mac OS X 10_12_2|chrome 63.0|2880x1800,MacOS,Mac OS X 10_12_2,chrome 63.0,2880x1800,desktop
BAC-L03 Build/HUAWEIBAC-L03||chrome 63.0 for android|,BAC-L03 Build/HUAWEIBAC-L03,,chrome 63.0 for android,,mobile
SM-G530H Build/LRX22G||chrome 63.0 for android|,SM-G530H Build/LRX22G,,chrome 63.0 for android,,mobile
LG-H840 Build/NRD90U||chrome 58.0 for android|,LG-H840 Build/NRD90U,,chrome 58.0 for android,,mobile
REX||chrome 62.0 for android|,REX,,chrome 62.0 for android,,mobile
TA-1038 Build/NMF26O||chrome 63.0 for android|,TA-1038 Build/NMF26O,,chrome 63.0 for android,,mobile
XT1575|Android 7.0|chrome 58.0 for android|2562x1442,XT1575,Android 7.0,chrome 58.0 for android,2562x1442,mobile
SAMSUNG-SM-G928A Build/NRD90M|Android 7.0|chrome 62.0 for android|,SAMSUNG-SM-G928A Build/NRD90M,Android 7.0,chrome 62.0 for android,,mobile
SM-T560NU Build/MMB29M|Android 6.0.1|chrome 62.0 for android|1280x800,SM-T560NU Build/MMB29M,Android 6.0.1,chrome 62.0 for android,1280x800,mobile
SAMSUNG-SM-J320A Build/MMB29K||chrome 63.0 for android|,SAMSUNG-SM-J320A Build/MMB29K,,chrome 63.0 for android,,mobile
M4 SS4453 Build/MMB29M||chrome 63.0 for android|,M4 SS4453 Build/MMB29M,,chrome 63.0 for android,,mobile
Touch|Windows 8.1|ie 11.0 for desktop|,Touch,Windows 8.1,ie 11.0 for desktop,,desktop
MacOS|Mac OS X 10_12_6|safari generic|3840x2400,MacOS,Mac OS X 10_12_6,safari generic,3840x2400,desktop
MacOS|Mac|chrome 63.0|2880x1800,MacOS,Mac,chrome 63.0,2880x1800,desktop
D6603 Build/23.5.A.1.291||chrome 62.0 for android|,D6603 Build/23.5.A.1.291,,chrome 62.0 for android,,mobile
MacOS|Mac OS X 10_12|safari generic|2880x1800,MacOS,Mac OS X 10_12,safari generic,2880x1800,desktop
MacOS|Mac OS X 10_13_3|safari generic|2560x1440,MacOS,Mac OS X 10_13_3,safari generic,2560x1440,desktop
E5803 Build/32.4.A.1.54||chrome 62.0 for android|,E5803 Build/32.4.A.1.54,,chrome 62.0 for android,,mobile
AX820 Build/MRA58K||chrome 63.0 for android|,AX820 Build/MRA58K,,chrome 63.0 for android,,mobile
Windows|Windows Vista|chrome 49.0|,Windows,Windows Vista,chrome 49.0,,desktop
Moto G Play Build/MPIS24.241-15.3-26||chrome 63.0 for android|,Moto G Play Build/MPIS24.241-15.3-26,,chrome 63.0 for android,,mobile
rv:39.0|Windows 7|firefox|1280x768,rv:39.0,Windows 7,firefox,1280x768,desktop
Trident/7.0|Windows 10|ie 11.0 for desktop|1600x1200,Trident/7.0,Windows 10,ie 11.0 for desktop,1600x1200,desktop
Z981 Build/MMB29M|Android 6.0.1|chrome 63.0 for android|1920x1080,Z981 Build/MMB29M,Android 6.0.1,chrome 63.0 for android,1920x1080,mobile
iOS Device|iOS 11.2.5|mobile safari 11.0|2224x1668,iOS Device,iOS 11.2.5,mobile safari 11.0,2224x1668,mobile
moto x4 Build/NPW26.83-42||chrome 58.0 for android|,moto x4 Build/NPW26.83-42,,chrome 58.0 for android,,mobile
SM-G935T Build/NRD90M|Android 7.0|chrome 58.0 for android|1920x1080,SM-G935T Build/NRD90M,Android 7.0,chrome 58.0 for android,1920x1080,mobile
Windows|Windows 7|chrome|1440x900,Windows,Windows 7,chrome,1440x900,desktop
Z982 Build/NMF26V|Android 7.1.1|chrome 62.0 for android|1920x1080,Z982 Build/NMF26V,Android 7.1.1,chrome 62.0 for android,1920x1080,mobile
rv:48.0|Mac OS X 10.12|firefox 48.0|4096x2304,rv:48.0,Mac OS X 10.12,firefox 48.0,4096x2304,desktop
SM-G530H Build/KTU84P||chrome 62.0 for android|,SM-G530H Build/KTU84P,,chrome 62.0 for android,,mobile
